article_id,accident_id,date_time,accident_type,location,road_name,text_start_char,text_end_char,temperature_2m,precipitation,windspeed_10m,cloud_cover,weather_code
496776,0,2025-07-29 00:00:00,collision,Hal Ghaxaq,,0,569,24.7,0.0,28.4,0.0,0.0
496777,0,2025-04-06 18:00:00,collision,Buqana,,0,526,16.2,0.0,16.6,89.0,3.0
496778,0,2025-04-15 08:00:00,collision,Marsa,,0,654,20.2,0.0,26.8,98.0,3.0
496779,0,2025-07-23 00:00:00,collision,Mosta,Mosta Road,0,903,27.5,0.0,19.9,0.0,0.0
496780,0,2025-08-03 08:00:00,collision,Barrani,,0,582,24.7,0.0,21.7,3.0,0.0
496781,0,2025-06-11 15:00:00,collision,Naxxar,John Adye Street,0,563,28.7,0.0,6.1,0.0,0.0
496782,0,2024-12-28 08:00:00,collision,Zabbar,St James Square,0,939,13.9,0.0,12.8,13.0,0.0
496783,0,2025-03-16 08:00:00,collision,Haz-Zabbar,the Coast Road,0,525,15.9,0.0,22.0,0.0,0.0
496784,0,2025-04-22 00:00:00,collision,Kalkara,,0,451,15.8,0.1,19.5,100.0,51.0
496785,0,2025-05-08 00:00:00,collision,Ghajnsielem,Zabbar Road,0,471,18.6,0.0,2.7,0.0,0.0
496786,0,2025-06-13 18:00:00,collision,Xewkija,,0,456,24.2,0.0,16.9,13.0,0.0
496787,0,2025-09-21 00:00:00,collision,Valletta,Sa Maison Street,0,466,23.4,0.0,4.0,1.0,0.0
496788,0,2025-04-17 00:00:00,collision,Santa Lucija,Luqa Road,0,454,16.4,0.0,24.5,100.0,3.0
496789,0,2025-02-21 08:00:00,collision,,,0,568,14.2,0.0,19.8,50.0,2.0
496790,0,2024-12-22 00:00:00,collision,,,0,468,16.0,0.0,27.7,100.0,3.0
496791,0,2025-02-21 00:00:00,collision,Floriana,,0,484,13.0,0.0,12.7,43.0,1.0
496792,0,2025-09-13 21:00:00,collision,Marsa,Magistrate Dr,0,561,24.8,0.0,3.1,0.0,0.0
496793,0,2025-08-29 15:00:00,collision,Marsa,,0,588,28.5,0.0,25.0,100.0,3.0
496794,0,2024-12-13 00:00:00,collision,Gudja,who at the time was on the side of the road,0,734,17.7,0.0,20.6,79.0,2.0
496795,0,2025-05-07 00:00:00,collision,,,0,481,19.4,0.0,22.0,31.0,1.0
496796,0,2025-05-07 00:00:00,collision,Ghar,,0,537,19.2,0.0,13.9,54.0,2.0
496797,0,2024-12-27 00:00:00,collision,Marsa,,0,563,13.5,0.0,17.6,25.0,1.0
496798,0,2025-05-04 00:00:00,collision,Marsa,Magistrate Dr,0,525,16.9,0.0,4.1,0.0,0.0
496799,0,2025-01-07 21:00:00,collision,Attard,Magistrate Dr,0,624,15.4,0.0,20.0,14.0,0.0
496800,0,2025-10-04 18:00:00,collision,Gudja,the Hyundai veered into the opposite lane,0,996,20.3,0.0,10.4,2.0,0.0
496801,0,2025-06-04 00:00:00,collision,Marsa,,0,506,21.0,0.0,14.5,0.0,0.0
496802,0,2025-09-17 00:00:00,collision,Zurrieq,Magistrate Dr,0,592,23.0,0.0,3.9,0.0,0.0
496803,0,2025-04-18 00:00:00,collision,Burmarrad,,0,517,14.7,0.0,7.2,100.0,3.0
496804,0,2025-07-06 00:00:00,collision,Mosta,Magistrate Dr,0,569,25.1,0.0,0.2,0.0,0.0
496805,0,2025-04-17 00:00:00,collision,Tal-Barrani,Tal-Barrani Road,0,536,16.4,0.0,24.5,100.0,3.0
496806,0,2025-05-15 00:00:00,collision,Rabat,Regional Road,0,496,17.6,0.0,24.0,100.0,3.0
496807,0,2025-06-19 18:00:00,collision,L-Imdina,Magistrate Dr,0,774,24.4,0.0,6.1,23.0,1.0
496808,0,2025-09-16 00:00:00,motorcycle_fall,Birkirkara,old German man who lives in St,0,566,23.1,0.0,1.5,0.0,0.0
496809,0,2025-04-01 00:00:00,collision,Naxxar,,0,452,13.6,0.8,15.9,66.0,53.0
496810,0,2025-08-18 15:00:00,collision,Zabbar,Luqa Road,0,484,30.0,0.0,7.9,12.0,0.0
496811,0,2025-09-24 00:00:00,collision,Marsalforn,,0,528,26.0,0.0,13.6,8.0,0.0
496812,0,2025-01-24 21:00:00,collision,Birkirkara,in Mikiel Anton Vassalli Street,0,634,15.8,0.0,22.3,0.0,0.0
496813,0,2025-02-15 00:00:00,collision,Iklin,Valley Road,0,502,13.6,0.0,17.5,75.0,2.0
496814,0,2025-02-19 00:00:00,collision,Fgura,,0,555,11.8,0.0,2.6,30.0,1.0
496815,0,2025-02-09 00:00:00,collision,,,0,483,14.6,0.0,32.3,81.0,3.0
496816,0,2025-07-26 08:00:00,collision,Pembroke,old man residing in St,0,645,32.6,0.0,4.5,4.0,0.0
496817,0,2025-07-01 00:00:00,collision,Borg Gharib,,0,445,26.1,0.0,14.7,0.0,0.0
496818,0,2024-12-23 08:00:00,collision,Marsaskala,Magistrate Dr,0,732,16.6,0.0,42.2,58.0,2.0
496819,0,2025-02-01 00:00:00,collision,Hal Farrug,Hal Farrug Road,0,328,14.5,0.0,18.6,30.0,1.0
496819,1,2025-02-01 00:00:00,collision,hospital,Argens Street,328,851,16.1,0.0,29.8,28.0,1.0
496820,0,2025-02-17 00:00:00,collision,Qala,Giorgio Borg Olivier Street,0,627,14.5,0.0,23.0,0.0,0.0
496821,0,2025-04-13 00:00:00,collision,Naxxar,the Coast Road,0,1124,15.4,0.0,7.0,75.0,2.0
496822,0,2025-01-16 00:00:00,collision,Mosta,,0,503,9.7,0.0,1.1,9.0,0.0
496823,0,2025-06-04 00:00:00,collision,St Paul's Bay,Kennedy Drive,0,552,20.9,0.0,14.9,0.0,0.0
496824,0,2025-10-06 00:00:00,collision,Naxxar,,0,466,23.4,0.1,22.3,35.0,51.0
496825,0,2025-08-10 18:00:00,motorcycle_fall,San Gwann,Mosta Road,0,445,29.5,0.0,7.7,0.0,0.0
496826,0,2025-01-25 15:00:00,collision,Naxxar,the Coast Road,0,546,16.9,0.0,11.1,100.0,3.0
496827,0,2025-08-06 00:00:00,unknown,,,0,117,25.0,0.0,23.6,0.0,0.0
496827,1,2025-08-07 00:00:00,collision,-,Salina Street,117,392,23.2,0.0,5.1,0.0,0.0
496827,2,2025-08-07 00:00:00,collision,by,Cospicua Road,392,936,25.0,0.0,13.4,0.0,0.0
496828,0,2024-12-27 12:00:00,collision,Hotba,,0,489,14.7,0.4,19.3,81.0,51.0
496829,0,2025-08-17 15:00:00,collision,Naxxar,the Coast Road,0,656,28.7,0.0,14.2,7.0,0.0
496830,0,2025-09-16 00:00:00,collision,Rabat,Republic Street,0,463,22.2,0.0,1.5,0.0,0.0
496831,0,2024-12-25 00:00:00,rollover,Zejtun,traffic accident in Mikiel Anton Vassalli Street,0,554,11.4,0.0,28.2,15.0,0.0
496832,0,2025-05-27 15:00:00,collision,Qormi,traffic accident in St,0,554,22.6,0.0,19.3,0.0,0.0
496833,0,2025-04-18 08:00:00,collision,Rabat,Magistrate Dr,0,615,16.6,0.0,17.8,18.0,0.0
496834,0,2025-05-24 00:00:00,collision,Marsa,Aldo Moro Street,0,518,19.0,0.0,20.3,0.0,0.0
496835,0,2024-12-19 00:00:00,collision,Balzan,,0,466,15.6,0.0,15.3,29.0,1.0
496836,0,2025-03-28 00:00:00,unknown,Tal-Balal,Tal-Balal Road,0,512,14.9,0.0,35.2,26.0,1.0
496837,0,2025-07-09 00:00:00,collision,Mosta,traffic accident in Mikiel Anton Vassalli Street,0,538,27.0,0.0,15.2,0.0,0.0
496838,0,2025-09-25 00:00:00,collision,St Julian's,Republic Street,0,525,24.4,0.0,12.2,4.0,0.0
496839,0,2025-08-04 00:00:00,collision,Gharghur,,0,470,23.7,0.0,17.5,0.0,0.0
496840,0,2024-12-22 00:00:00,unknown,Naxxar,Salini Street,0,823,13.9,0.0,15.9,73.0,2.0
496841,0,2025-07-23 00:00:00,collision,Gzira,,0,464,27.9,0.0,19.1,0.0,0.0
496842,0,2025-07-24 08:00:00,rollover,San Anard,Magistrate Dr,0,670,26.0,0.0,9.0,0.0,0.0
496843,0,2025-05-02 15:00:00,collision,L-Imgarr,Magistrate Dr,0,633,22.8,0.0,11.1,0.0,0.0
496844,0,2025-02-16 00:00:00,collision,Siggiewi,,0,470,12.4,0.2,36.0,59.0,51.0
496845,0,2025-02-04 00:00:00,collision,Zejtun,,0,603,11.4,0.0,4.9,0.0,0.0
496846,0,2025-07-10 00:00:00,collision,Siggiewi,,0,460,24.2,0.0,3.3,0.0,0.0
496847,0,2025-09-04 00:00:00,collision,Gzira,,0,632,24.2,0.0,3.8,0.0,0.0
496848,0,2025-04-13 00:00:00,collision,Birzebbuga,traffic accident in Birzebbuga Road,0,462,15.7,0.0,8.1,97.0,3.0
496849,0,2025-07-24 00:00:00,collision,Mellieha,Salina Road,0,428,24.7,0.0,3.3,0.0,0.0
496850,0,2025-05-12 00:00:00,collision,Sliema,traffic accident in St Joseph High Road,0,507,19.4,0.0,7.4,100.0,3.0
496851,0,2025-02-03 00:00:00,collision,Palma,,0,463,12.6,0.0,10.0,16.0,0.0
496852,0,2025-01-15 00:00:00,collision,Marsa,,0,385,11.7,0.1,15.2,100.0,51.0
496852,1,2025-01-15 00:00:00,motorcycle_fall,,,385,826,13.4,1.5,42.3,96.0,61.0
496853,0,2025-06-12 00:00:00,collision,Marsa,Magistrate Dr,0,728,23.2,0.0,5.0,0.0,0.0
496854,0,2025-09-20 00:00:00,collision,L-Gharb,,0,1280,25.3,0.0,28.3,2.0,0.0
496855,0,2024-12-11 00:00:00,collision,Swieqi,,0,490,14.2,0.0,9.8,0.0,0.0
496856,0,2025-01-06 00:00:00,collision,Fgura,,0,835,13.9,0.0,5.7,2.0,0.0
496857,0,2025-07-27 00:00:00,collision,Fgura,Hompesch Street,0,1054,26.1,0.0,30.9,0.0,0.0
496858,0,2025-05-26 15:00:00,collision,,Magistrate Dr,0,578,19.9,0.0,18.3,0.0,0.0
496859,0,2025-10-02 08:00:00,collision,L-Imgarr,,0,584,22.3,0.0,25.8,29.0,1.0
496860,0,2025-01-15 00:00:00,collision,Zurrieq,Blue Grotto Avenue,0,457,11.1,0.2,20.2,100.0,51.0
496861,0,2025-02-24 00:00:00,collision,Mellieha,,0,429,10.5,0.0,1.5,0.0,0.0
496861,1,2025-02-25 00:00:00,collision,investigations,,429,1022,14.8,0.0,9.4,1.0,0.0
496862,0,2025-04-26 00:00:00,motorcycle_fall,Floriana,,0,428,15.6,0.0,13.3,64.0,2.0
496863,0,2024-12-13 00:00:00,collision,Qormi,Magistrate Dr,0,595,18.1,0.0,19.3,80.0,3.0
496864,0,2025-09-28 00:00:00,collision,Ghar,,0,474,22.3,0.0,8.4,100.0,3.0
496865,0,2025-10-04 00:00:00,collision,Ta' Lawrenti,,0,562,18.4,0.0,26.1,100.0,3.0
496866,0,2025-10-04 00:00:00,collision,St Paul's Bay,resident in St,0,606,19.3,0.0,26.1,100.0,3.0
496867,0,2025-08-22 08:00:00,collision,Birkirkara,old woman from St,0,844,27.2,0.0,13.9,0.0,0.0
496868,0,2025-04-06 00:00:00,collision,Birkirkara,Magistrate Dr,0,583,12.9,0.0,0.6,0.0,0.0
496869,0,2025-05-02 00:00:00,collision,Xaghra,,0,725,17.4,0.0,14.8,0.0,0.0
496870,0,2025-07-14 00:00:00,collision,Marsaxlokk,,0,469,25.3,0.0,9.0,0.0,0.0
496871,0,2025-08-31 00:00:00,collision,Qormi,Cottoner Avenue,0,470,25.0,0.0,16.7,0.0,0.0
496872,0,2025-02-08 00:00:00,motorcycle_fall,Rabat,,0,709,12.1,2.0,31.9,100.0,61.0
496873,0,2024-12-11 00:00:00,collision,Mellieha,skip which was stationary on the road,0,710,14.4,0.0,9.8,0.0,0.0
496874,0,2025-02-09 21:00:00,collision,Zurrieq,,0,971,12.8,0.0,11.8,9.0,0.0
496875,0,2025-04-13 00:00:00,collision,Marsaxlokk,,0,538,15.7,0.0,8.1,97.0,3.0
496876,0,2025-08-26 00:00:00,collision,Attard,Attard Road,0,475,22.8,0.0,3.2,1.0,0.0
496877,0,2025-01-22 00:00:00,collision,Sliema,,0,557,13.2,0.0,7.6,88.0,3.0
496878,0,2025-06-19 15:00:00,collision,Floriana,,0,554,28.1,0.0,6.4,22.0,1.0
496879,0,2025-02-05 00:00:00,motorcycle_fall,Haz-Zebbug,,0,442,11.3,0.0,1.4,0.0,0.0
496880,0,2024-12-19 00:00:00,collision,Naxxar,Magistrate Dr,0,626,15.6,0.0,15.3,29.0,1.0
496881,0,2025-03-16 00:00:00,collision,Zebbug,,0,589,15.8,0.0,35.9,94.0,3.0
496882,0,2025-07-17 00:00:00,collision,Wied,,0,542,26.0,0.0,16.6,0.0,0.0
496883,0,2025-08-12 00:00:00,collision,Gwardamanga,traffic accident in St,0,723,25.4,0.0,1.7,0.0,0.0
