article_id,accident_id,date_time,accident_type,location,text_start_char,text_end_char,temperature_2m,precipitation,windspeed_10m,cloud_cover,weather_code
496806,0,2025-03-03 07:00:00,collision,Rabat,0,496,13.4,0.0,23.8,13.0,0.0
496807,0,2025-06-19 22:00:00,collision,L-Imdina,0,774,21.9,0.0,0.5,1.0,0.0
496808,0,2025-06-27 14:00:00,motorcycle_fall,Birkirkara,0,566,32.3,0.0,12.2,0.0,0.0
496809,0,2025-02-22 12:00:00,collision,Naxxar,0,452,15.6,0.0,13.0,4.0,0.0
496810,0,2025-06-12 08:00:00,collision,Zabbar,0,484,26.8,0.0,8.1,0.0,0.0
496811,0,2025-09-24 08:00:00,collision,Marsalforn,0,528,25.9,0.0,16.9,100.0,3.0
496812,0,2024-11-01 01:00:00,collision,Birkirkara,0,634,20.0,0.0,13.1,3.0,0.0
496813,0,2025-02-15 00:00:00,collision,Iklin,0,502,13.6,0.0,17.5,75.0,2.0
496814,0,2024-12-06 00:00:00,collision,Fgura,0,555,14.6,0.1,24.8,100.0,51.0
496815,0,2024-12-31 15:00:00,collision,,0,483,16.5,0.0,8.0,22.0,1.0
496816,0,2025-07-21 20:00:00,collision,Pembroke,0,645,29.2,0.0,12.5,0.0,0.0
496817,0,2025-04-03 21:00:00,collision,Borg Gharib,0,445,15.5,0.0,11.0,0.0,0.0
496818,0,2024-11-10 02:00:00,collision,Marsaskala,0,732,17.9,0.0,8.6,84.0,3.0
496819,0,2025-01-11 04:00:00,collision,Hal Farrug,0,328,15.9,0.0,28.9,48.0,1.0
496819,1,2024-12-11 03:00:00,collision,hospital,328,851,17.1,0.0,12.1,0.0,0.0
496820,0,2024-12-27 03:00:00,collision,Qala,0,627,14.7,0.0,18.2,11.0,0.0
496821,0,2025-04-13 15:15:00,collision,Naxxar,0,1124,18.8,0.0,22.0,100.0,3.0
496822,0,2024-12-04 17:00:00,collision,Mosta,0,503,17.8,0.0,10.8,100.0,3.0
496823,0,2025-03-07 21:00:00,collision,St Paul's Bay,0,552,13.0,0.0,6.1,0.0,0.0
496824,0,2025-10-06 09:30:00,collision,Naxxar,0,466,22.8,0.0,30.7,23.0,1.0
496825,0,2025-05-22 20:00:00,motorcycle_fall,San Gwann,0,445,20.2,0.0,6.8,70.0,2.0
496826,0,2025-01-25 14:30:00,collision,Naxxar,0,546,16.9,0.0,11.1,100.0,3.0
496827,0,2025-08-06 00:00:00,unknown,,0,117,25.0,0.0,23.6,0.0,0.0
496827,1,2025-08-07 11:30:00,collision,-,117,392,28.5,0.0,12.5,0.0,0.0
496827,2,2025-08-07 12:30:00,collision,by,392,936,24.1,0.0,13.6,0.0,0.0
496828,0,2024-12-27 12:00:00,collision,Hotba,0,489,14.7,0.4,19.3,81.0,51.0
496829,0,2025-08-17 16:00:00,collision,Naxxar,0,656,28.5,0.0,13.1,1.0,0.0
496830,0,2025-07-27 09:00:00,collision,Rabat,0,463,25.9,0.0,32.5,1.0,0.0
496831,0,2024-10-22 06:00:00,rollover,Zejtun,0,554,22.6,0.0,26.3,100.0,3.0
496832,0,2025-04-05 18:00:00,collision,Qormi,0,554,15.9,0.0,4.3,30.0,1.0
496833,0,2025-04-09 16:00:00,collision,Rabat,0,615,15.5,0.0,12.7,93.0,3.0
496834,0,2025-04-24 05:00:00,collision,Marsa,0,518,15.9,0.0,23.5,15.0,0.0
496835,0,2024-11-15 01:00:00,collision,Balzan,0,466,19.6,0.0,11.0,1.0,0.0
496836,0,2025-02-12 11:00:00,unknown,Tal-Balal,0,512,15.8,0.0,7.7,99.0,3.0
496837,0,2025-07-09 18:30:00,collision,Mosta,0,538,26.2,0.0,21.9,0.0,0.0
496838,0,2025-07-28 01:00:00,collision,St Julian's,0,525,25.1,0.0,26.6,2.0,0.0
496839,0,2025-07-03 23:00:00,collision,Gharghur,0,470,23.9,0.0,3.3,0.0,0.0
496840,0,2024-11-13 06:00:00,unknown,Naxxar,0,823,17.1,0.0,5.7,73.0,2.0
496841,0,2025-06-14 06:00:00,collision,Gzira,0,464,23.4,0.0,1.8,0.0,0.0
496842,0,2025-07-24 04:30:00,rollover,San Anard,0,670,26.2,0.0,10.2,0.0,0.0
496843,0,2025-05-02 15:30:00,collision,L-Imgarr,0,633,22.1,0.0,9.3,0.0,0.0
496844,0,2025-01-01 04:00:00,collision,Siggiewi,0,470,10.7,0.0,6.1,0.0,0.0
496845,0,2025-02-04 11:30:00,collision,Zejtun,0,603,16.3,0.2,4.4,47.0,51.0
496846,0,2025-07-10 06:30:00,collision,Siggiewi,0,460,26.8,0.0,11.4,33.0,1.0
496847,0,2025-06-20 09:00:00,collision,Gzira,0,632,26.3,0.0,2.4,14.0,0.0
496848,0,2025-01-30 07:00:00,collision,Birzebbuga,0,462,13.7,0.0,17.9,25.0,1.0
496849,0,2025-07-24 10:15:00,collision,Mellieha,0,428,33.2,0.0,6.8,0.0,0.0
496850,0,2025-04-02 15:00:00,collision,Sliema,0,507,17.5,0.2,8.2,100.0,51.0
496851,0,2025-02-03 19:00:00,collision,Palma,0,463,13.2,0.0,11.5,3.0,0.0
496852,0,2024-12-14 23:00:00,collision,Marsa,0,385,16.9,0.0,18.2,97.0,3.0
496852,1,2024-12-12 16:00:00,motorcycle_fall,,385,826,18.6,0.0,30.6,98.0,3.0
496853,0,2025-05-01 08:00:00,collision,Marsa,0,728,20.0,0.0,10.5,0.0,0.0
496854,0,2025-09-20 13:30:00,collision,L-Gharb,0,1280,25.2,0.0,25.2,2.0,0.0
496855,0,2024-10-25 13:00:00,collision,Swieqi,0,490,22.8,0.3,15.2,100.0,51.0
496856,0,2024-10-14 16:00:00,collision,Fgura,0,835,24.5,0.0,12.0,4.0,0.0
496857,0,2025-05-24 06:00:00,collision,Fgura,0,1054,19.0,0.0,9.8,8.0,0.0
496858,0,2025-05-26 15:00:00,collision,,0,578,19.9,0.0,18.3,0.0,0.0
496859,0,2025-10-02 05:30:00,collision,L-Imgarr,0,584,21.8,0.0,27.7,52.0,2.0
496860,0,2024-10-26 14:00:00,collision,Zurrieq,0,457,23.4,0.0,23.8,100.0,3.0
496861,0,2024-12-27 01:00:00,collision,Mellieha,0,429,12.5,0.0,20.2,57.0,2.0
496861,1,2024-11-19 07:00:00,collision,investigations,429,1022,20.9,0.0,23.5,10.0,0.0
496862,0,2025-01-24 08:00:00,motorcycle_fall,Floriana,0,428,15.1,0.0,13.5,0.0,0.0
496863,0,2024-10-01 22:00:00,collision,Qormi,0,595,21.4,0.0,8.9,2.0,0.0
496864,0,2025-09-28 10:00:00,collision,Ghar,0,474,24.3,0.0,14.8,10.0,0.0
496865,0,2025-08-05 10:00:00,collision,Ta' Lawrenti,0,562,26.2,0.0,10.7,97.0,3.0
496866,0,2025-10-04 00:00:00,collision,St Paul's Bay,0,606,19.3,0.0,26.1,100.0,3.0
496867,0,2025-08-22 05:30:00,collision,Birkirkara,0,844,25.3,0.0,13.1,0.0,0.0
496868,0,2025-03-02 10:00:00,collision,Birkirkara,0,583,17.5,0.0,24.1,99.0,3.0
496869,0,2025-05-02 17:00:00,collision,Xaghra,0,725,17.6,0.0,12.1,0.0,0.0
496870,0,2025-05-29 04:00:00,collision,Marsaxlokk,0,469,18.9,0.0,18.8,27.0,1.0
496871,0,2025-08-31 07:30:00,collision,Qormi,0,470,26.8,0.0,14.5,0.0,0.0
496872,0,2024-11-12 12:00:00,motorcycle_fall,Rabat,0,709,17.4,0.2,24.0,98.0,51.0
496873,0,2024-10-01 04:00:00,collision,Mellieha,0,710,19.6,0.0,6.4,0.0,0.0
496874,0,2025-02-03 14:00:00,collision,Zurrieq,0,971,14.4,0.1,13.8,13.0,51.0
496875,0,2025-03-10 16:00:00,collision,Marsaxlokk,0,538,19.4,0.0,21.5,0.0,0.0
496876,0,2025-06-10 18:00:00,collision,Attard,0,475,26.0,0.0,9.7,0.0,0.0
496877,0,2025-01-22 18:00:00,collision,Sliema,0,557,14.8,0.0,8.0,73.0,2.0
496878,0,2025-06-19 13:15:00,collision,Floriana,0,554,28.5,0.0,6.1,33.0,1.0
496879,0,2024-12-29 12:00:00,motorcycle_fall,Haz-Zebbug,0,442,15.4,0.1,9.0,49.0,51.0
496880,0,2024-11-05 11:00:00,collision,Naxxar,0,626,22.9,0.0,2.7,13.0,0.0
496881,0,2025-02-10 16:00:00,collision,Zebbug,0,589,13.3,0.0,40.4,70.0,2.0
496882,0,2025-07-17 22:15:00,collision,Wied,0,542,25.5,0.0,15.6,0.0,0.0
496883,0,2025-07-13 20:00:00,collision,Gwardamanga,0,723,26.1,0.0,10.1,0.0,0.0
